time_s,target_speed_mph,target_speed_m_s,data_kind,source_id
570,12.7,5.677408,prescribed_speed_not_measured_current,S18
571,19.2,8.583167999999999,prescribed_speed_not_measured_current,S18
572,23.8,10.639552,prescribed_speed_not_measured_current,S18
573,28.2,12.606527999999999,prescribed_speed_not_measured_current,S18
574,34.9,15.601695999999999,prescribed_speed_not_measured_current,S18
575,37.5,16.764,prescribed_speed_not_measured_current,S18
576,40.3,18.015711999999997,prescribed_speed_not_measured_current,S18
577,45.0,20.1168,prescribed_speed_not_measured_current,S18
578,49.9,22.307295999999997,prescribed_speed_not_measured_current,S18
579,51.6,23.067264,prescribed_speed_not_measured_current,S18
580,51.2,22.888448,prescribed_speed_not_measured_current,S18
581,50.6,22.620224,prescribed_speed_not_measured_current,S18
582,49.9,22.307295999999997,prescribed_speed_not_measured_current,S18
583,47.8,21.368512,prescribed_speed_not_measured_current,S18
584,44.6,19.937984,prescribed_speed_not_measured_current,S18
585,41.2,18.418048000000002,prescribed_speed_not_measured_current,S18
586,37.8,16.898111999999998,prescribed_speed_not_measured_current,S18
587,33.4,14.931135999999999,prescribed_speed_not_measured_current,S18
588,28.0,12.51712,prescribed_speed_not_measured_current,S18
589,23.7,10.594847999999999,prescribed_speed_not_measured_current,S18
590,18.8,8.404352,prescribed_speed_not_measured_current,S18
591,12.9,5.766816,prescribed_speed_not_measured_current,S18
592,6.2,2.771648,prescribed_speed_not_measured_current,S18
593,2.2,0.983488,prescribed_speed_not_measured_current,S18
594,0.0,0.0,prescribed_speed_not_measured_current,S18
595,0.0,0.0,prescribed_speed_not_measured_current,S18
596,0.0,0.0,prescribed_speed_not_measured_current,S18
597,0.0,0.0,prescribed_speed_not_measured_current,S18
598,0.0,0.0,prescribed_speed_not_measured_current,S18
599,0.0,0.0,prescribed_speed_not_measured_current,S18
600,0.0,0.0,prescribed_speed_not_measured_current,S18
